Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
NL2UQXMF,journalArticle,2018,,Driver error or designer error: Using the Perceptual Cycle Model to explore the circumstances surrounding the fatal Tesla crash on 7th May 2016,Safety Science,,0925-7535,10.1016/j.ssci.2017.12.023,http://www.sciencedirect.com/science/article/pii/S0925753517314212,"“Human error” is often implicated as a causal factor in accident investigation yet very little is done to understand ‘why’ such errors occur in the first place. This paper uses the principles of Schema Theory and the Perceptual Cycle Model (PCM) to further explore the circumstances surrounding the fatal Tesla crash in May 2016 in which the driver was fatally injured using team-PCM representations. The preliminary National Highway Traffic Safety Administration accident investigation concluded that the driver of the Tesla Model S was at fault. However, the analysis presented in this paper argues that rather than “driver error”, the underlying cause of this tragic incident could be in fact more akin to a “designer error” implicating the design of the Autopilot feature itself. This is in line with the National Transportation Safety Boards more recent announcement that suggests systems design may have contributed to the crash. It would therefore appear that the drivers expectation of system functionality may not have matched the real life capabilities of the system. This is likely to be a product of inappropriate mental models relating to system function.",10/1/2018,10/28/2021 16:22,10/11/2022 19:31,10/28/2021 16:22,278-285,,,108,,,Driver error or designer error,,,,,,,en,,,,,www-sciencedirect-com.srv-proxy1.library.tamu.edu,,Publisher: Elsevier,,C:\Users\Quan\Zotero\storage\BXCY6B5G\S0925753517314212.html,,Discuss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZJ5HZ64Q,journalArticle,2019,"Montella, Alfonso; Chiaradonna, Salvatore; Criscuolo, Giorgio; De Martino, Salvatore","Development and evaluation of a web-based software for crash data collection, processing and analysis",Accident Analysis & Prevention,,,,,,2019,5/8/2022 22:22,10/11/2022 19:31,,108-116,,,130,,,,,,,,,,,,,,,,,ISBN: 0001-4575 Publisher: Elsevier,,,,Exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QWEL4GYF,journalArticle,2018,"Russo, Brendan J.; Savolainen, Peter T.","A comparison of freeway median crash frequency, severity, and barrier strike outcomes by median barrier type",Accident Analysis & Prevention,,,,,"Median-crossover crashes are among the most hazardous events that can occur on freeways, often resulting in severe or fatal injuries. The primary countermeasure to reduce the occurrence of such crashes is the installation of a median barrier. When installation of a median barrier is warranted, transportation agencies are faced with the decision among various alternatives including concrete barriers, beam guardrail, or high-tension cable barriers. Each barrier type differs in terms of its deflection characteristics upon impact, the required installation and maintenance costs, and the roadway characteristics (e.g., median width) where installation would be feasible. This study involved an investigation of barrier performance through an in-depth analysis of crash frequency and severity data from freeway segments where high-tension cable, thrie-beam, and concrete median barriers were installed. A comprehensive manual review of crash reports was conducted to identify crashes in which a vehicle left the roadway and encroached into the median. This review also involved an examination of crash outcomes when a barrier strike occurred, which included vehicle containment, penetration, or re-direction onto the travel lanes. The manual review of crash reports provided critical supplementary information through narratives and diagrams not normally available through standard fields on police crash report forms. Statistical models were estimated to identify factors that affect the frequency, severity, and outcomes of median-related crashes, with particular emphases on differences between segments with varying median barrier types. Several roadway-, traffic-, and environmental-related characteristics were found to affect these metrics, with results varying across the different barrier types. The results of this study provide transportation agencies with important guidance as to the in-service performance of various types of median barrier.",2018,5/8/2022 23:08,10/11/2022 17:03,,216-224,,,117,,,,,,,,,,,,,,,,,ISBN: 0001-4575 Publisher: Elsevier,,,,Exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VUVVEKGE,journalArticle,2017,"Ziebinski, Adam; Cupek, Rafal; Grzechca, Damian; Chruszczyk, Lukas",Review of advanced driver assistance systems (ADAS),AIP Conference Proceedings,,0094-243X,10.1063/1.5012394,https://aip.scitation.org/doi/10.1063/1.5012394,"New cars can be equipped with many advanced safety solutions. Airbags, seatbelts and all of the essential passive safety parts are standard equipment. Now cars are often equipped with new advanced active safety systems that can prevent accidents. The functions of the Advanced Driver Assistance Systems are still growing. A review of the most popular available technologies used in ADAS and descriptions of their application areas are discussed in this paper.",11/28/2017,9/22/2021 15:21,10/11/2022 17:03,7/27/2021 21:44,120002,,1,1906,,,,,,,,,,,,,,,aip.scitation.org (Atypon),,Number: 1 Publisher: American Institute of Physics,,C:\Users\Quan\Zotero\storage\SCWQVAMZ\Ziebinski et al. - 2017 - Review of advanced driver assistance systems (ADAS.pdf,,Include,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCRJDPWX,journalArticle,2017,"Rahman, Md Mahmudur; Lesch, Mary F.; Horrey, William J.; Strawderman, Lesley","Assessing the utility of TAM, TPB, and UTAUT for advanced driver assistance systems",Accident Analysis & Prevention,,0001-4575,10.1016/j.aap.2017.09.011,https://www.sciencedirect.com/science/article/pii/S0001457517303329,"Advanced Driver Assistance Systems (ADAS) are intended to enhance driver performance and improve transportation safety. The potential benefits of these technologies, such as reduction in number of crashes, enhancing driver comfort or convenience, decreasing environmental impact, etc., have been acknowledged by transportation safety researchers and federal transportation agencies. Although these systems afford safety advantages, they may also challenge the traditional role of drivers in operating vehicles. Driver acceptance, therefore, is essential for the implementation of these systems into the transportation system. Recognizing the need for research into the factors affecting driver acceptance, this study assessed the utility of the Technology Acceptance Model (TAM), the Theory of Planned Behavior (TPB), and the Unified Theory of Acceptance and Use of Technology (UTAUT) for modelling driver acceptance in terms of Behavioral Intention to use an ADAS. Each of these models propose a set of factors that influence acceptance of a technology. Data collection was done using two approaches: a driving simulator approach and an online survey approach. In both approaches, participants interacted with either a fatigue monitoring system or an adaptive cruise control system combined with a lane-keeping system. Based on their experience, participants responded to several survey questions to indicate their attitude toward using the ADAS and their perception of its usefulness, usability, etc. A sample of 430 surveys were collected for this study. Results found that all the models (TAM, TPB, and UTAUT) can explain driver acceptance with their proposed sets of factors, each explaining 71% or more of the variability in Behavioral Intention. Among the models, TAM was found to perform the best in modelling driver acceptance followed by TPB. The findings of this study confirm that these models can be applied to ADAS technologies and that they provide a basis for understanding driver acceptance.",11/1/2017,3/19/2022 17:07,10/11/2022 16:39,3/19/2022 17:07,361-373,,,108,,Accident Analysis & Prevention,,,,,,,,en,,,,,ScienceDirect,,,,"C:\Users\Quan\Zotero\storage\M2CG9P9U\Rahman et al. - 2017 - Assessing the utility of TAM, TPB, and UTAUT for a.pdf; C:\Users\Quan\Zotero\storage\SNTNURYF\S0001457517303329.html",,Include,Vehicle automation; Driver acceptability; Driver attitude; Driver behavior; Intelligent transport systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6M5PHHZJ,journalArticle,2017,"Wright, Timothy J.; Svancara, Austin; Horrey, William J.",An Initial Review of the Instructional and Operational Variability Among Automated Systems in Passenger Vehicles,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,,2169-5067,10.1177/1541931213601973,https://doi.org/10.1177/1541931213601973,"As automotive manufacturers are increasing the amount of technology and automation available in vehicles, drivers must increase their understanding of how to properly use these technologies before the full safety benefits can be realized. Unfortunately, recent work has suggested that even drivers with the most advanced vehicles often have little understanding of the available technology (McDonald et al., 2017). Yet, this poor understanding of advanced driver assistance systems cannot entirely be blamed on the driver; other factors, such as the availability and quality of instructional sources are also at play (e.g., Abraham et al., 2017). Facilitating access to safety-critical information and standardizing instructional and operational components are two potential routes to increase drivers’ knowledge. However, target areas must be identified. The current study reviewed the degree to which automated systems in passenger vehicles and related information varied among those moderately-priced and luxury models marketed and sold in the United States. Information regarding ten existing longitudinal (e.g., adaptive cruise control) and ten lateral control automated systems (i.e., those that provide sustained lateral control and lane centering) were gathered from OEM websites and operator manuals. Information was coded and synthesized, including the name of the system, the stated functionality, operation, and system constraints as well as the source of the information. Results of this exercise suggest a number of target areas for researchers, OEMs and policy makers to consider in attempts to increase accessibility, knowledge, and ultimately safe usage of these technologies. First, a high degree of variability was observed even among basic characteristics of these technologies such as the system name. This was particularly an issue among luxury automated longitudinal control systems where every system had a fairly different name. While the activation methods were largely consistent across both lateral and longitudinal systems, the deactivation methods varied a great deal both in the allowance of alternative methods and the type of method (if allowed). Moreover, all the systems provided some form of visual feedback to the driver, but this feedback still varied greatly, particularly among lateral systems, in the location of the feedback and the modality that supplemental feedback was presented. System limits for both automated lateral and longitudinal systems were also elucidated. The majority of OEMs reported five types of system limits: curves, stopped vehicles, weather, small obstacles (e.g., pedestrians, bicyclists), and hills. Similar to the lateral control systems, two OEMs also reported difficulty handling an occupied adjacent lane. These limits were elucidated primarily through the operator manual for each respective model. While some information concerning these limits was available on the website, generally information gathered at this location was restricted. This limited accessibility to information is likely leading to individuals not getting this information, resulting in the poor understanding of these systems observed among owners and even dealers of this technology (Abraham et al., 2017; McDonald et al., 2017). When these individuals do take the time to read the operator manual and do get this information, the variability across systems likely limits their understanding and building of a mental model that supports safe usage over time as they encounter other similar systems.",9/1/2017,3/21/2022 0:00,10/11/2022 16:38,3/21/2022 0:00,1979-1979,,1,61,,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,,,,,,,,en,,,,,SAGE Journals,,Publisher: SAGE Publications Inc,,C:\Users\Quan\Zotero\storage\IQT6QHK3\Wright et al. - 2017 - An Initial Review of the Instructional and Operati.pdf,,Include,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBYRYEM3,journalArticle,2017,"Abraham, Hillary; Reimer, Bryan; Mehler, Bruce","Advanced Driver Assistance Systems (ADAS): A Consideration of Driver Perceptions on Training, Usage & Implementation",Proceedings of the Human Factors and Ergonomics Society Annual Meeting,,2169-5067,10.1177/1541931213601967,https://doi.org/10.1177/1541931213601967,"As the first phase of a larger project, drivers were recruited to drive for a month one of two different vehicles with a range of advanced driver assistance systems (ADAS). Training methods for introducing the systems and questionnaire and structured interview methods were tested for collecting driver perceptions and understanding of the technologies. Participant perceptions and selected observations are detailed.",9/1/2017,3/21/2022 0:01,10/11/2022 16:33,3/21/2022 0:01,1954-1958,,1,61,,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,Advanced Driver Assistance Systems (ADAS),,,,,,,en,,,,,SAGE Journals,,Publisher: SAGE Publications Inc,,C:\Users\Quan\Zotero\storage\HYZJ585N\Abraham et al. - 2017 - Advanced Driver Assistance Systems (ADAS) A Consi.pdf,,Include,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMRZH23R,journalArticle,2017,"De Angelis, Marco; Puchades, Víctor Marín; Fraboni, Federico; Pietrantoni, Luca; Prati, Gabriele",Negative attitudes towards cyclists influence the acceptance of an in-vehicle cyclist detection system,Transportation Research Part F: Traffic Psychology and Behaviour,,1369-8478,10.1016/j.trf.2017.06.021,https://www.sciencedirect.com/science/article/pii/S1369847816302431,"The shift towards automation and safer vehicles will increasingly involve use of technological advancements such as Advanced Driver Assistance Systems (ADAS). Nevertheless, these technologies need to meet users’ perceived needs to be effectively implemented and purchased. Based on an updated version of the Technology Acceptance Model (TAM), this study analyses the main determinants of drivers’ intention to use an ADAS aimed at detecting cyclist and preventing potential collision with them through an auto-braking system. Even if the relevance of perceived usefulness, perceived ease of use and trust on the acceptance of a new system has been already discussed in literature, we considered the role of an external variable such as attitudes towards cyclists in the prediction of an ADAS aimed to improve the safety of cyclists. We administered a questionnaire measuring negative attitudes towards cyclists, trust, perceived usefulness, perceived ease of use and the behavioural intention to use the system to 480 Italian drivers. Path analysis using Bayesian estimation showed that perceived usefulness, trust in the system, and negative attitudes towards cyclists have a direct effect on the intention to use the ADAS. Considering the role of attitudes towards other road users in the intention to use new ADAS aimed to improve their safety could foster the user’s acceptance, especially for those people who express a negative representation of cyclists and are even more unlikely to accept the technology.",8/1/2017,2/19/2022 22:52,10/11/2022 16:15,2/19/2022 22:52,244-256,,,49,,Transportation Research Part F: Traffic Psychology and Behaviour,,,,,,,,en,,,,,ScienceDirect,,,,C:\Users\Quan\Zotero\storage\35G5K3FG\De Angelis et al. - 2017 - Negative attitudes towards cyclists influence the .pdf; C:\Users\Quan\Zotero\storage\F7MNVEVW\S1369847816302431.html,,Include,ADAS; Trust; Attitudes towards cyclists; Cycling safety; Cyclists’ detection system; Technology acceptance model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK25MJ6D,journalArticle,2017,"Hafner, Rebecca J.; Walker, Ian; Verplanken, Bas","Image, not environmentalism: A qualitative exploration of factors influencing vehicle purchasing decisions",Transportation Research Part A: Policy and Practice,,0965-8564,10.1016/j.tra.2017.01.012,http://www.sciencedirect.com/science/article/pii/S0965856417300253,"Previous quantitative research has suggested people take environmental impact into account when choosing cars, and are largely uninfluenced by issues of image. However, neither of these claims appears to reflect current car buying behaviour in the UK. We hypothesised this may be due to the nature of the questions typically used in earlier research, which may have prompted participants to consider environmental issues, and downplay the role of image, more than they would spontaneously. The current research provides a qualitative exploration of factors important to people when deciding which car to buy. Open-ended discussion with recent car-buyers revealed the factors which were most important during the participants’ decision making processes, without prompting participants to agree with ideas raised by the experimenter. These issues were explored in two studies, using a series of focus groups (Study 1), and one-on-one interviews (Study 2). In both studies, the two most central factors were issues of practicality and finance, consistent with previous research. However, unlike in previous research, both studies found image had substantial impact on purchasing decisions. Further, earlier explicit surveys claimed people often considered environmental factors when choosing a vehicle, yet these were hardly mentioned in the current studies. This highlights the importance of using a range of research methods when studying personal travel decisions. Key areas for follow-up research and implications for policy makers aiming to increase uptake sales of low-carbon cars are discussed.",2017-03,1/21/2022 16:45,10/11/2022 16:14,3/17/2017 21:13,89-105,,,97,,Transportation Research Part A: Policy and Practice,"Image, not environmentalism",,,,,,,,,,,,ScienceDirect,,,,C:\Users\Quan\Zotero\storage\7ASK5XWD\1-s2.0-S0965856417300253-main.pdf; C:\Users\Quan\Zotero\storage\I2RVVDHR\1-s2.0-S0965856417300253-main.pdf; C:\Users\Quan\Zotero\storage\CNPNR2L7\1-s2.0-S0965856417300253-main.pdf; C:\Users\Quan\Zotero\storage\26BVK3QM\S0965856417300253.html,,Discuss,Environmental psychology; Choice; Decision-making; Low-carbon vehicles; Qualitative research; transport; Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HA4FQ2WL,journalArticle,2017,"Cicchino, Jessica B.",Effectiveness of forward collision warning and autonomous emergency braking systems in reducing front-to-rear crash rates,Accident Analysis & Prevention,,0001-4575,10.1016/j.aap.2016.11.009,https://www.sciencedirect.com/science/article/pii/S0001457516304006,"The objective of this study was to evaluate the effectiveness of forward collision warning (FCW) alone, a low-speed autonomous emergency braking (AEB) system operational at speeds up to 19mph that does not warn the driver prior to braking, and FCW with AEB that operates at higher speeds in reducing front-to-rear crashes and injuries. Poisson regression was used to compare rates of police-reported crash involvements per insured vehicle year in 22 U.S. states during 2010–2014 between passenger vehicle models with FCW alone or with AEB and the same models where the optional systems were not purchased, controlling for other factors affecting crash risk. Similar analyses compared rates between Volvo 2011–2012 model S60 and 2010–2012 model XC60 vehicles with a standard low-speed AEB system to those of other luxury midsize cars and SUVs, respectively, without the system. FCW alone, low-speed AEB, and FCW with AEB reduced rear-end striking crash involvement rates by 27%, 43%, and 50%, respectively. Rates of rear-end striking crash involvements with injuries were reduced by 20%, 45%, and 56%, respectively, by FCW alone, low-speed AEB, and FCW with AEB, and rates of rear-end striking crash involvements with third-party injuries were reduced by 18%, 44%, and 59%, respectively. Reductions in rear-end striking crashes with third-party injuries were marginally significant for FCW alone, and all other reductions were statistically significant. FCW alone and low-speed AEB reduced rates of being rear struck in rear-end crashes by 13% and 12%, respectively, but FCW with AEB increased rates of rear-end struck crash involvements by 20%. Almost 1 million U.S. police-reported rear-end crashes in 2014 and more than 400,000 injuries in such crashes could have been prevented if all vehicles were equipped with FCW and AEB that perform similarly as systems did for study vehicles.",2/1/2017,9/22/2021 15:21,10/11/2022 16:12,7/28/2021 3:07,142-152,,,99,,Accident Analysis & Prevention,,,,,,,,en,,,,,ScienceDirect,,,,C:\Users\Quan\Zotero\storage\4BV3DUAD\Cicchino - 2017 - Effectiveness of forward collision warning and aut.pdf; C:\Users\Quan\Zotero\storage\YRAL6HVZ\S0001457516304006.html,,Include,Rear-end crashes; Active safety; Autonomous emergency braking; Crash avoidance technologies; Crash risk; Forward collision warning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT5R5FEN,journalArticle,2017,"Abraham, Hillary; McAnulty, Hale; Mehler, Bruce; Reimer, Bryan",Case Study of Today’s Automotive Dealerships: Introduction and Delivery of Advanced Driver Assistance Systems,Transportation Research Record,,0361-1981,10.3141/2660-02,https://doi.org/10.3141/2660-02,"Vehicle manufacturers have developed advanced driver assistance systems (ADASs) to reduce driver workload and enhance safety. The delivery of these systems to consumers occurs through dealerships not owned by manufacturers. Limited research is available on how dealerships provide consumers with information and training on ADASs. In an exploratory study seeking information on new safety technologies, semistructured blind interviews of salespeople at 18 Boston, Massachusetts, area dealerships were conducted in the context of potential vehicle purchase across six vehicle brands. Although some dealerships were making concerted efforts to introduce and educate customers on ADASs, a number of salespeople interviewed were not well positioned to provide adequate information to their customers. In select instances, salespeople explicitly provided inaccurate information on safety-critical systems. The dealerships in the sample that represented mass-market brands (Ford and Chevrolet) were the poorest performers. Sales staff at Subaru dealers were well trained and had print and digital content to drive consumer engagement. Educational staff, or ?geniuses,? at BMW dealers presented a potentially innovative way of segmenting the sales process from technology education. In the absence of some technology introduction and education at dealerships, consumers may remain underinformed or misinformed about the disruptive safety technologies that are rapidly being introduced across the vehicle fleet.",1/1/2017,9/22/2021 15:21,10/11/2022 16:02,7/8/2021 14:53,14-Jul,,1,2660,,Transportation Research Record,Case Study of Today’s Automotive Dealerships,,,,,,,,,,,,SAGE Journals,,Number: 1 Publisher: SAGE Publications Inc,,C:\Users\Quan\Zotero\storage\JXQ3GYXV\Abraham et al. - 2017 - Case Study of Today’s Automotive Dealerships Intr.pdf,,Include,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y84C8KLW,journalArticle,2016,"Banks, Victoria A.; Stanton, Neville A.",Keep the driver in control: Automating automobiles of the future,Applied Ergonomics,,0003-6870,10.1016/j.apergo.2015.06.020,https://www.sciencedirect.com/science/article/pii/S0003687015300247,"Automated automobiles will be on our roads within the next decade but the role of the driver has not yet been formerly recognised or designed. Rather, the driver is often left in a passive monitoring role until they are required to reclaim control from the vehicle. This research aimed to test the idea of driver-initiated automation, in which the automation offers decision support that can be either accepted or ignored. The test case examined a combination of lateral and longitudinal control in addition to an auto-overtake system. Despite putting the driver in control of the automated systems by enabling them to accept or ignore behavioural suggestions (e.g. overtake), there were still issues associated with increased workload and decreased trust. These issues are likely to have arisen due to the way in which the automated system has been designed. Recommendations for improvements in systems design have been made which are likely to improve trust and make the role of the driver more transparent concerning their authority over the automated system.",3/1/2016,10/28/2021 16:33,10/11/2022 15:36,10/28/2021 16:33,389-395,,,53,,Applied Ergonomics,Keep the driver in control,Transport in the 21st Century: The Application of Human Factors to Future User Needs,,,,,,en,,,,,ScienceDirect,,,,C:\Users\Quan\Zotero\storage\FRHU9H82\S0003687015300247.html,,Exclude,Automation; Driver trust; Driver workload; Thematic analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48TSI4X6,journalArticle,2016,"Sullivan, John M.; Flannagan, Michael J.; Pradhan, Anuj K.; Bao, Shan",Literature Review of Behavioral Adaptations to Advanced Driver Assistance Systems,,,,,https://trid.trb.org/view/1445984,,2016-03,9/22/2021 15:21,10/10/2022 21:41,7/27/2021 21:40,,,,,,,,,,,,,,,,,,,trid.trb.org,,,,C:\Users\Quan\Zotero\storage\LTNP6S94\1445984.html; C:\Users\Quan\Zotero\storage\PCB7MVWA\1445984.html,,Exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55TH3ZIG,journalArticle,2015,"Zheng, Dongxi; Chitturi, Madhav V.; Bill, Andrea R.; Noyce, David A.",Analyses of multiyear statewide secondary crash data and automatic crash report reviewing,Transportation research record,,,,,,2015,5/8/2022 22:48,10/10/2022 21:26,,117-128,,1,2514,,,,,,,,,,,,,,,,,"ISBN: 0361-1981 Publisher: SAGE Publications Sage CA: Los Angeles, CA",,,,Discuss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIXG87VR,journalArticle,2015,"Lusk, Anne C.; Asgarzadeh, Morteza; Farvid, Maryam S.",Database improvements for motor vehicle/bicycle crash analysis,Injury prevention,,,,,,2015,5/8/2022 23:05,10/10/2022 21:26,,221-230,,4,21,,,,,,,,,,,,,,,,,ISBN: 1353-8047 Publisher: BMJ Publishing Group Ltd,,,,Discuss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E6UUGEQF,journalArticle,2015,"Burdett, Beau; Li, Zhixia; Bill, Andrea R.; Noyce, David A.",Accuracy of injury severity ratings on police crash reports,Transportation research record,,,,,"Injury severity as assessed by law enforcement officers on crash reports, particularly incapacitating injuries (severity 5 A on the KABCO scale, on which K denotes a fatal injury, A an incapacitating injury, B a non­incapacitating injury, C a possible injury, and O a property­damage­only crash, is used for estimating crash costs and, in turn, for allocating safety funds. The Crash Outcome Data Evaluation System (CODES) database reports injury severity assessment from both law enforcement officers using the KABCO scale and medical practitioners using the Maximum Abbreviated  Injury  Score  (MAIS).  The  objective  of  this  study  was  to  analyze the accuracy of the injury severity ratings on Wisconsin crash reports by comparing crash data in the CODES database between 2008 and 2012. Results indicated that 66.6% of KABCO A crashes had only minor or moderate injury severities (MAIS 1 or 2); that is, two­thirds of crash victims’ injury severities were overestimated. In addition, under­estimation of injury severities occurred in 2.9% of all O, C, and B crashes.Further analyses found that injuries to all body regions statistically con­tributed to overestimation and underestimation as compared with inju­ries to body regions from all crash reports, with the exception of lower extremities for underestimated crashes. Several factors including gender, vehicle type, and the presence of alcohol significantly contributed to both overestimation and underestimation. Lighting conditions also affected underestimation. Spine, thorax, and abdomen or pelvic injuries were the injuries most frequently missed by law enforcement officers. The most common injuries found in the inaccurate crash reports were bone inju­ries, lacerations, abrasions, and contusions. These findings were used to develop guidance for law enforcement officers to assist in more accurate injury severity assessments.",2015,5/9/2022 3:11,10/10/2022 21:25,,58-67,,1,2516,,,,,,,,,,,,,,,,,"ISBN: 0361-1981 Publisher: SAGE Publications Sage CA: Los Angeles, CA",,,,Discuss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IAMNE8FR,journalArticle,2014,"Banks, Victoria A.; Stanton, Neville A.; Harvey, Catherine",Sub-systems on the road to vehicle automation: Hands and feet free but not ‘mind’ free driving,Safety Science,,0925-7535,10.1016/j.ssci.2013.10.014,https://www.sciencedirect.com/science/article/pii/S0925753513002397,"Automation essentially enables drivers to become “hands and feet free” but not necessarily “mind-free” during vehicle operation and on these grounds, increased vehicle automation may contribute to safety concerns rather than overcome them. Although automated systems were originally designed to improve driver safety by reducing driver fatigue, stress and ultimately error, there is growing concern within the Ergonomics and Human Factors community that automation may introduce additional complexity into the driving task placing increased pressure on drivers to monitor both the environment and behaviour of vehicle sub-systems. This paper considers how increasing the level of automation within the sub-tasks of driving may affect the traditional role of the driver. Using the Distributed Cognition approach and Operator Sequence Diagrams as a representational aid, this paper indicates that the level at which automation is set significantly affects the dynamism of the system network.",2/1/2014,10/28/2021 16:33,10/10/2022 21:24,10/28/2021 16:33,505-514,,,62,,Safety Science,Sub-systems on the road to vehicle automation,,,,,,,en,,,,,ScienceDirect,,,,C:\Users\Quan\Zotero\storage\83TCDZJH\S0925753513002397.html,,Include,Automation; Complexity; Distributed cognition; Operator sequence diagram; Pedestrian AEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTY454BZ,journalArticle,2014,"Schwartz, Rob","Telsa, Vertical Integration, and Incumbent Legal Disadvantages in the New Car Retailing Market Notes",Wayne Law Review,,,,https://heinonline.org/HOL/P?h=hein.journals/waynlr60&i=583,"For decades, the retail automotive industry structure stayed relatively the same. A manufacturer would sell their product to a local dealership who would then sell it to the ultimate consumer.' This was true for so long that many states began enacting statutes codifying that market structure in the 1960s after independent dealers raised concerns about the manufacturers using predatory conduct towards them.2 As a result, a system of mandatory vertical disintegration exists across most of the country. Because of this, one could ask his grandfather how he bought his first new car and would likely find himself able to answer the question exactly the same today if he just bought a new car off the lot. And then came the Internet. With the prospect of being able to sell online, costs theoretically should be lower now as consumers easily shop around for the best price for a new car from various dealers across the country, or even directly from the factory. However, these theoretical increases to supply chain efficiencies resulting from Internet retailing have not decreased costs. In fact, e-retailing of new cars is prohibited under nearly every state's laws for the vast majority of manufacturers, that is unless you want to shop online from your neighborhood dealer's website who already contractually controls the local market.4 State motor vehicle laws are proving to be a mechanism for preventing innovation in the new car retailing market for most areas of the country. However, because of subtle, but crucial differences between the state motor vehicle laws, some manufactures are better able to take advantage of the current system. Start-up manufacturers have the choice of vertically integrating their dealer networks in some states, while existing manufacturers cannot in nearly all of them.5 While there may be cost savings for startup manufacturers using this strategy on a state-by-state basis, it also prevents them from entering some states entirely, thus barring revenue prospects. Regardless of the disparity in choices facing manufacturers over how to retail their products depending in part on when they came into existence, a manufacturer, new or old, could make a legal challenge involving the Commerce Clause.6 That is not the only strategy, however. As Tesla Motors found, a piecemeal legislative lobbying strategy is an alternative option for updating outdated state motor vehicle franchising laws.7 Local state administrative agencies also provide some procedural protections if the manufacturer is approved for licensing.8 Manufacturers, both old and new, implementing the strategies discussed in this Note will be better situated to deal with onerous state statutes regulating interactions with their dealership network after adopting a vertically integrated retailing strategy. To start, it is a good idea to understand the origins of these restrictive state statutes.",2014,2/7/2022 22:21,10/10/2022 21:22,2/7/2022 22:21,[i]-596,,2,60,,Wayne L. Rev.,,,,,,,,eng,,,,,HeinOnline,,,,"C:\Users\Quan\Zotero\storage\YSWUWAZP\Schwartz - 2014 - Telsa, Vertical Integration, and Incumbent Legal D.pdf",,Discuss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5EDH88BK,journalArticle,2014,"Komzalov, Alexander; Shilov, Nikolai",Driver Assistance Systems: State-of-the-Art and Possible Improvements,,,,,,"Today, modern vehicles are equipped with various complex systems. Systems related to the class of Advanced Driver Assistance Systems (ADAS) are aimed to assist drivers. Depending on the purposes, these systems can have different architectures and ways of communicating with the driver, e.g., they can use external sources and/or on-board sensors, have different sets of indicators or influence upon other on-board systems. The goals of this paper is to analyze the state of the art in the area of ADAS, develop a comparison based on the analysis and propose possible ways of improvement and future development of such systems.",2014,9/22/2021 15:21,10/10/2022 21:21,,7,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\Quan\Zotero\storage\XI289ELT\Komzalov and Shilov - Driver Assistance Systems State-of-the-Art and Po.pdf,,Exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
