Complete,Reference Information,,,,,,,,,,,,,,,,,,,,Findings (categories),,,,,,,,,,,,,,,,,,,
,ID,Database,Database ID,Citation,Title,"Title Screen (1 = include, 2 = possibly include, 3 = probably exclude, 4 = exclude)",Link,Abstract,"Abstract Screen (1 = include) - includes “ADAS”, “Level 2”, “Level 3”, “driver assistance”, “crash avoidance”, and/or “automation/automated/autonomous”","Exclude (0) if:  Solely focused on driver use (e.g. takeover), alert type, sensors/tech, or any human/machine-interface focus",Divide into Pre-ownership (1) and post-crash (2),Need to discuss whether fits screening? (1) if yes,Have PDF,Reader name,Author(s),Year,"Type of resource (e.g., Journal article, Dissertation/thesis, Book chapter, Technical report, Conference paper, Popular media article)",Study location,Methods,Sample size,ADAS overview/general,"Availability (by type, cost, etc)",Utility/Usage,Vulnerable road users,Findings on Gender/Age,Car buying process,Seller info and training,Marketing and ads,Online sellers,"Mandates, policy & regulatory issues",Safety effects of ADAS,Police and ADAS,Post-crash data collection,"User knowledge, trust, acceptance and education",Legal issues,Limitations/Caveats,Key suggestions for future research,Funding source,Other notes,Read whole article already (Yes/No)
,57,ISSN,1369-8478,"Hagl, M., & Kouabenan, D. R. (2020). Safe on the road–Does Advanced Driver-Assistance Systems Use affect Road Risk Perception?. Transportation research part F: traffic psychology and behaviour, 73, 488-498.",Safe on the road – Does Advanced Driver-Assistance Systems Use affect Road Risk Perception?,1,https://www.sciencedirect.com/science/article/pii/S1369847820304782,"A major goal of advanced driver-assistance systems (ADAS) deployment is higher road safety. However, these systems are only as safe as users handle them. This article presents a study evaluating the links between the use of ADAS and road risk perception. 101 drivers were invited to evaluate accident probability and risk controllability and to indicate whether they were using ADAS or not. Results show that the use of ADAS decreases perceived accident probability and increases perceived controllability for risky driving situations. Since the degree of automation in ADAS is still low nowadays, it is important to discuss the importance of human factors for the purpose of a safer implementation.",,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
,58,ISSN,0001-4575,"Hauer, E. (2020). Crash causation and prevention. Accident Analysis & Prevention, 143, 105528.",Crash causation and prevention,3,https://www.sciencedirect.com/science/article/pii/S0001457520306047,Knowledge of crash causes is important because it directs the mind to the consideration of potential prevention actions and because knowledge of the frequency with which various causes arise in crashes is necessary for determining the promise of potential prevention actions. Clinical crash causation studies consistently found that in the majority of crashes the road user was the sole cause and that in almost all crashes the road user was one of the causes. This is a ‘quasi-finding’ which provides false respectability to a style of road safety management that makes the road-user the primary target of prevention actions. For the knowledge obtained by clinical crash causation studies to be useful ‘cause’ has appropriately defined.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
,59,ISSN,1449-4035,"Leiman, T. (2021). Law and tech collide: Foreseeability, reasonableness and advanced driver assistance systems. Policy and society, 40(2), 250-271.","Law and tech collide: foreseeability, reasonableness and advanced driver assistance systems",1,https://doi.org/10.1080/14494035.2020.1787696,"Recently, many scholars have explored the legal challenges likely to be posed by introduction of automated and autonomous vehicles. Minimal attention has focused on the legal implications of advanced driver assistance systems (ADAS) in vehicles already currently available. These can warn of external dangers, monitor driver behavior and control how a vehicle brakes, accelerates, maintains speed or position on the road. The dynamic driving task is no longer reliant simply on the physical interaction of human driver with that vehicle. Instead, the vehicle may act apart from human direction as it senses other objects in the immediate environment or monitors the human driver’s behavior or biometrics. These technological tools, which reduce the opportunity for human error, can be described as augmenting human driving capacity. Increases in safety promised by ADAS, arguably already evidenced by data, may require a reassessment of the risks posed by ‘un-augmented’ human drivers, what is now foreseeable given the data generated by ADAS and wearable driver-monitoring technology, and whether ‘un-augmented’ driving is any longer a reasonable response to that risk.",,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
,61,ISSN,0001-4575,"Furlan, A. D., Kajaks, T., Tiong, M., Lavallière, M., Campos, J. L., Babineau, J., ... & Vrkljan, B. (2020). Advanced vehicle technologies and road safety: A scoping review of the evidence. Accident Analysis & Prevention, 147, 105741.",Advanced vehicle technologies and road safety: A scoping review of the evidence,2,https://www.sciencedirect.com/science/article/pii/S000145752031561X,"The proliferation of Advanced Vehicle Technologies (AVTs) has generated both excitement and concern among researchers, policymakers, and the general public. An increasing number of driver assistance systems are already available in today’s automobiles; many of which are expected to become standard. Therefore, synthesizing the available evidence specific to the safety of AVTs is critical. The goal of this scoping review was to summarize this evidence with a focus on AVTs that require some driver oversight (i.e., Levels 0–3 as per the Society of Automotive Engineers (SAE) levels of automation taxonomy). A scoping review of research literature on AVTs was conducted for studies up to March 2018. Inclusion criteria consisted of: any study with empirical data of AVTs that included male and female drivers aged 16 years and older, healthy people (i.e., without impairments), passenger vehicles, driving simulators and/or large databases with road safety information that could be analyzed for the purpose of examining AVTs (SAE Levels 0–3), as well as measures of driving outcomes. A total of 324 peer-reviewed studies from 25 countries met the inclusion criteria for this review with over half published in the last 5 years. Data was extracted and summarized according to the following categories: measures used to evaluate the effect of AVTs on road safety (objective) and driver perceptions of the technology (subjective), testing environment, and study populations (i.e., driver age). The most commonly reported objective measures were longitudinal control (50 %), reaction time (40 %), and lateral position (23 %). The most common subjective measures were perceptions of trust (27 %), workload (20 %), and satisfaction (17 %). While most studies investigated singular AVTs (237 of 324 studies), the number of studies after 2013 that examined 2 or more AVTs concurrently increased. Studies involved drivers from different age groups (51 %) and were conducted in driving simulators (70 %). Overall, the evidence is generally in favour of AVTs having a positive effect on driving safety, although the nature and design of studies varied widely. Our examination of this evidence highlights the opportunities as well as the challenges involved with investigating AVTs. Ensuring such technologies are congruent with the needs of drivers, particularly younger and older driver age groups, who are known to have a higher crash risk, is critical. With automotive manufacturers keen to adopt the latest AVTs, this scoping review highlights how testing of this technology has been undertaken, with a focus on how new research can be conducted to improve road safety now and in the future.",1,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62,ISBN,2590-1982,"Nie, Q., Crawford, P. S., Bill, A., Parker, S. T., Graettinger, A. J., Smith, R. K., ... & Paschal, E. N. (2021). Electronic crash reporting: Implementation of the Model Minimum Uniform crash Criteria (MMUCC) and crash record life cycle comparison. Transportation research interdisciplinary perspectives, 9, 100318.",Electronic crash reporting: Implementation of the Model Minimum Uniform crash Criteria (MMUCC) and crash record life cycle comparison,3,Electronic crash reporting: Implementation of the Model Minimum Uniform crash Criteria (MMUCC) and crash record life cycle comparison - ScienceDirect,"Electronic crash records have become the standard crash reporting method in most states, but crash report elements vary between states and there is little publicly available information detailing the data provenance and life cycles for these records. As crash report granularity increases, proper data management is critical to ensure report quality with minimal errors. States are encouraged to meet federal standards for minimum crash report elements detailed in the Model Minimum Uniform Crash Criteria. MMUCC standardization helps states manage long-term crash data, enables multi-state analysis, and promotes sound traffic safety policies. This paper details how the states of Alabama and Wisconsin manage crash reports by evaluating their compliance with MMUCC standards as well as tracking the life cycle of crash reports in the two states from provenance, through approval and validation processes, to preservation as official records. A web-based MMUCC Compliance Tool was developed using elements from Alabama and Wisconsin crash reports, and aids other states in mapping existing crash report elements to MMUCC standards. The tool uses an automated check to map crash report elements and flags missing elements. The output of the tool includes a report detailing changes needed for the crash report to more closely align with the MMUCC standards. Common crash report lifecycle elements in Alabama and Wisconsin were identified, including initial web service validations, supervisor review, transactional database backups, linkage to driver record systems, and processes in place to manage and fix void requests. To aid crash recording procedures nationwide, a set of best practices for crash report lifecycle management is synthesized from the analysis.",,,,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
,63,ISSN,1470-9511,"Günthner, T., Proff, H., Jovic, J., & Zeymer, L. (2021). Tapping into market opportunities in aging societies-the example of advanced driver assistance systems in the transition to autonomous driving. International Journal of Automotive Technology and Management, 21(1-2), 75-98.",Tapping into market opportunities in aging societies - the example of advanced driver assistance systems in the transition to autonomous driving,1,https://www.inderscienceonline.com/doi/abs/10.1504/IJATM.2021.113352,"The stagnation in car sales in the triad markets is forcing automotive companies to seek new market opportunities, e.g., in the aging society. The number of older drivers is growing, and they can afford safety- and comfort-related products which allow them to drive into older age despite physical and psychological restrictions. Therefore, potentials for advanced driver assistance systems for elderly drivers are likely to exist in these markets. By determining older drivers' willingness to pay for advanced driver assistance systems in the transition to autonomous driving, market opportunities can be identified. This study proves that there are market potentials for these systems in the 'silver market'. However, there is no simple linear relationship between age and willingness to pay. A more thorough examination is therefore needed.",,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64,ISSN,0001-4575,"Dai, J., Li, R., & Liu, Z. (2021). Does initial experience affect consumers’ intention to use autonomous vehicles? Evidence from a field experiment in Beijing. Accident Analysis & Prevention, 149, 105778.",Does initial experience affect consumers’ intention to use autonomous vehicles? Evidence from a field experiment in Beijing,1,https://www.sciencedirect.com/science/article/pii/S0001457520315980,"The demonstration, showcase, and city studies of autonomous vehicles (AVs) provide valuable opportunities for the public to interact with AV. Understanding the relationship between experiencing and intention to use AV is crucial because first-hand experience shapes an individual’s initial impressions on autonomous driving. This study investigated the users’ intention to use AVs based on extended theory of planned behavior, which incorporated experience satisfaction and trust. The data were collected through a field experiment from 117 respondents who had experienced a SAE Level 4 autonomous minibus in China. The proposed relationships were examined using partial least squares structural equation modelling. A satisfied experience contributes to a higher degree of trust, attitude, subjective norm (SN), and perceived behavioral control (PBC). Excluding SN, results suggest that attitude, PBC, experience satisfaction, and trust, are statistically proven to affect the intention to use AV. Moreover, an examination of individual difference reflects that the impact of experience satisfaction on PBC varies distinctively in male and female group, as well as in less educated and more educated group. Findings show the theoretical contributions and practical implications on the role of initial experience of AV acceptance.",,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
,66,ISSN,1547-2450,"Lyu, N., Duan, Z., Ma, C., & Wu, C. (2021). Safety margins–a novel approach from risk homeostasis theory for evaluating the impact of advanced driver assistance systems on driving behavior in near-crash events. Journal of Intelligent Transportation Systems, 25(1), 93-106.",Safety margins – a novel approach from risk homeostasis theory for evaluating the impact of advanced driver assistance systems on driving behavior in near-crash events,1,https://doi.org/10.1080/15472450.2020.1795846,"Whereas the development of ADAS seeks to improve driver’s overall performance with a particular focus on traffic safety improvement; with it comes the requirement and opportunity to objectively evaluate the effectiveness of the technology in improving safety and overall road traffic efficiency. This study evaluates the effectiveness of ADAS in improving driver’s risk perception in near-crash events using a novel metric from risk homeostasis theory (RHT) – Safety Margins, as an indicator. By designing a function that captures the initial and maximum risk-level of drivers when involved in a critical driving event while driving on a field operational test (FOT) route in Wuhan China; a comparison of the risk-level of drivers when ADAS was on as against when ADAS was off can be made, enabling an effective evaluation of the impact of ADAS on driver’s risk perception and consequent risk mitigation. The results show that ADAS has a positive impact on the low-risk group and moderate-risk group for all drivers, but a negative impact on the high-risk group for skilled drivers. The impact evaluation is done under varying risk-levels of near-crash events with drivers of different driving experiences.",,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
,68,ISSN,0001-4575,"Sohrabi, S., Khodadadi, A., Mousavi, S. M., Dadashova, B., & Lord, D. (2021). Quantifying the automated vehicle safety performance: A scoping review of the literature, evaluation of methods, and directions for future research. Accident Analysis & Prevention, 152, 106003.","Quantifying the automated vehicle safety performance: A scoping review of the literature, evaluation of methods, and directions for future research",1,https://www.sciencedirect.com/science/article/pii/S0001457521000348,"Vehicle automation safety must be evaluated not only for market success but also for more informed decision-making about Automated Vehicles' (AVs) deployment and supporting policies and regulations to govern AVs’ unintended consequences. This study is designed to identify the AV safety quantification studies, evaluate the quantification approaches used in the literature, and uncover the gaps and challenges in AV safety evaluation. We employed a scoping review methodology to identify the approaches used in the literature to quantify AV safety. After screening and reviewing the literature, six approaches were identified: target crash population, traffic simulation, driving simulator, road test data analysis, system failure risk assessment, and safety effectiveness estimation. We ran two evaluations on the identified approaches. First, we investigated each approach in terms of its input (required data, assumptions, etc.), output (safety evaluation metrics), and application (to estimate AVs' safety implications at the vehicle, transportation system, and society levels). Second, we qualitatively compared them in terms of three criteria: availability of input data, suitability for evaluating different automation levels, and reliability of estimations. This review identifies four challenges in AV safety evaluation: (a) shortcomings in AV safety evaluation approaches, (b) uncertainties in AV implementations and their impacts on AV safety, (c) potential riskier behavior of AV passengers as well as other road users, and (d) emerging safety issues related to AV implementations. This review is expected to help researchers and rulemakers to choose the most appropriate quantification method based on their goals and study limitations. Future research is required to address the identified challenges in AV safety evaluation.",,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
,69,ISSN,2590-1982,"Tabone, W., De Winter, J., Ackermann, C., Bärgman, J., Baumann, M., Deb, S., ... & Stanton, N. A. (2021). Vulnerable road users and the coming wave of automated vehicles: Expert perspectives. Transportation Research Interdisciplinary Perspectives, 9, 100293.",Vulnerable road users and the coming wave of automated vehicles: Expert perspectives,1,https://www.sciencedirect.com/science/article/pii/S2590198220302049,"Automated driving research over the past decades has mostly focused on highway environments. Recent technological developments have drawn researchers and manufacturers to look ahead at introducing automated driving in cities. The current position paper examines this challenge from the viewpoint of scientific experts. Sixteen Human Factors researchers were interviewed about their personal perspectives on automated vehicles (AVs) and the interaction with VRUs in the future urban environment. Aspects such as smart infrastructure, external human-machine interfaces (eHMIs), and the potential of augmented reality (AR) were addressed during the interviews. The interviews showed that the researchers believed that fully autonomous vehicles will not be introduced in the coming decades and that intermediate levels of automation, specific AV services, or shared control will be used instead. The researchers foresaw a large role of smart infrastructure and expressed a need for AV-VRU segregation, but were concerned about corresponding costs and maintenance requirements. The majority indicated that eHMIs will enhance future AV-VRU interaction, but they noted that implicit communication will remain dominant and advised against text-based and instructive eHMIs. AR was commended for its potential in assisting VRUs, but given the technological challenges, its use, for the time being, was believed to be limited to scientific experiments. The present expert perspectives may be instrumental to various stakeholders and researchers concerned with the relationship between VRUs and AVs in future urban traffic.",,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
,70,ISSN,1369-8478,"Rezaei, M., Yazdani, M., Jafari, M., & Saadati, M. (2021). Gender differences in the use of ADAS technologies: A systematic review. Transportation research part F: traffic psychology and behaviour, 78, 1-15.",Gender differences in the use of ADAS technologies: A systematic review,1,https://www.sciencedirect.com/science/article/pii/S1369847821000188,"Background In recent years, Advanced Driving Assistance Systems (ADAS) have been significantly progressed, opening novel horizons in reducing traffic accidents. Driver gender can be an affecting factor in the utilization of these systems. The purpose of this study is to review articles examining the effect of gender on the use of ADAS technologies.Methods This systematic review was conducted in Scopus, Science Direct and PubMed databases using defined key-words in 2018. The retrieved articles were managed and screened through PRISMA-P protocol using EndNote X7 software. The extracted variables were divided into three categories of reaction, behavior, and outcome and also the relevant subgroups. The results for each subgroup were qualitatively and quantitatively analyzed to obtain a definite conclusion for each category. Results Totally, 1039 articles were retrieved from which 27 were included. The analysis of results in reaction category indicated that in almost all of the variables, there was no significant difference between male and female drivers. In the behavior category, gender showed a significant effect on variables within the subgroups of driving speed, longitudinal distance, and lateral motion. The gender had also significant effect on the variables of the outcome category. Conclusions The present review showed that there was no significant difference between male and female drivers in reaction to sudden traffic events alarmed by warning systems. However, in terms of driving behavior, males behaved more dangerous than female. The findings also revealed that the number of crashes in critical situations was higher for female drivers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
,72,ISSN,0018-7208,"McDonnell, A. S., Simmons, T. G., Erickson, G. G., Lohani, M., Cooper, J. M., & Strayer, D. L. (2021). This is your brain on Autopilot: Neural indices of driver workload and engagement during partial vehicle automation. Human factors, 00187208211039091.",This Is Your Brain on Autopilot: Neural Indices of Driver Workload and Engagement During Partial Vehicle Automation,1,https://doi.org/10.1177/00187208211039091,"ObjectiveThis research explores the effect of partial vehicle automation on neural indices of mental workload and visual engagement during on-road driving.BackgroundThere is concern that the introduction of automated technology in vehicles may lead to low driver stimulation and subsequent disengagement from the driving environment. Simulator-based studies have examined the effect of automation on a driver?s cognitive state, but it is unknown how the conclusions translate to on-road driving. Electroencephalographic (EEG) measures of frontal theta and parietal alpha can provide insight into a driver?s mental workload and visual engagement while driving under various conditions.MethodEEG was recorded from 71 participants while driving on the roadway. We examined two age cohorts, on two different highway configurations, in four different vehicles, with partial vehicle automation both engaged and disengaged.ResultsAnalysis of frontal theta and parietal alpha power revealed that there was no change in mental workload or visual engagement when driving manually compared with driving under partial vehicle automation.ConclusionDrivers new to the technology remained engaged with the driving environment when operating under partial vehicle automation. These findings suggest that the concern surrounding driver disengagement under vehicle automation may need to be tempered, at least for drivers new to the experience.ApplicationThese findings expand our understanding of the effects of partial vehicle automation on drivers? cognitive states.",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
,74,ISSN,0361-1981,"Hungund, A. P., Pai, G., & Pradhan, A. K. (2021). Systematic review of research on driver distraction in the context of advanced driver assistance systems. Transportation research record, 2675(9), 756-765.",Systematic Review of Research on Driver Distraction in the Context of Advanced Driver Assistance Systems,1,https://doi.org/10.1177/03611981211004129,"Advanced driver assistance systems (ADAS) promise improved driving performance and safety. With ADAS taking on more vehicle control tasks, the driver’s role may be reduced to that of passive supervision. This in turn may increase drivers’ engagement in non-driving-related tasks, thereby potentially reducing any promised safety benefit. We conducted a systematic review, in accordance with the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines, to study the relationship between ADAS use and driver distraction. Four research questions were addressed—two questions examined the effect of ADAS on secondary task engagement, and the quality of secondary task performance, and two addressed the effects of ADAS on driver attention and on driver behavior changes caused by secondary task engagement. Twenty-nine papers were selected for full text synthesis. The majority of the papers indicate an association between ADAS and increased secondary task engagement, as well as improved secondary task performance. Ten papers reported that drivers tend to divert their attention to secondary tasks and away from driving tasks. These outcomes highlight the continued importance of the role of the human driver despite vehicle automation, especially in the context of driver distraction, and that user understanding of ADAS functionalities and limitations is essential to appropriate and effective use of these systems.",,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
,75,ISSN,2169-5067,"Kanaan, D., Powell, M., & Donmez, B. (2021, September). Assessment of driving automation interfaces via visual attention measures: a literature review. In Proceedings of the Human Factors and Ergonomics Society Annual Meeting (Vol. 65, No. 1, pp. 1400-1404). Sage CA: Los Angeles, CA: SAGE Publications.",Assessment of Driving Automation Interfaces via Visual Attention Measures: A Literature Review,1,https://doi.org/10.1177/1071181321651258,"Different in-vehicle interface designs have been proposed to support drivers in operating vehicle automation systems. Measures of visual attention are particularly useful in the evaluation of such interfaces, especially in conditions when driving performance measures cannot be used, i.e., when the driver is not physically controlling the vehicle. In this paper, we present a literature review on visual attention measures in the assessment of in-vehicle interfaces to support the use of driving automation. This review was a preliminary pilot study for a larger, ongoing scoping review investigating visual attention and driving automation more broadly. Based on a systematic search of one engineering literature database, this review focused on driving automation that does not require the driver to physically control the vehicle but does require driver involvement in some capacity. The findings of this review contributed to the development of the larger review and can help identify future research trends.",,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
,80,ISSN,0361-1981,"Nasr, V., Wozniak, D., Shahini, F., & Zahabi, M. (2021). Application of advanced driver-assistance systems in police vehicles. Transportation research record, 2675(10), 1453-1468.",Application of Advanced Driver-Assistance Systems in Police Vehicles,1,https://doi.org/10.1177/03611981211017144,"Motor vehicle crashes are one of the leading causes of injuries and deaths for police officers. Advanced driver-assistance systems (ADAS) are driving control systems that have been found to improve civilian drivers’ safety; however, the impact of ADAS on police officers’ driving safety has yet to be investigated thoroughly. Disparities between driver states and tasks performed while driving between police and civilian drivers necessitate this distinction. This study identified the types of ADAS used in police vehicles, their impact on officers’ safety, and proposed potential future ADAS features to be implemented in police vehicles. A systematic literature review was conducted using Google Scholar, Compendex, Web of Science, Transport Research International Documentation (TRID), and Google Patents databases to identify the most prevalent police vehicles used in the U.S., available ADAS features in those vehicles, and the impact of ADAS on officers’ safety. A list of recommended ADAS features was developed based on the review of literature, authors’ knowledge and experience in the field, and the findings of an online survey with 73 police officers. Results indicated the addition of multiple ADAS features including the front vehicle detection system, intersection collision avoidance, evasive steering systems, left turn assist, traffic sign detection system, traffic jam assist, two lane and lane-ending detection, wrong-way alert, and autonomous highway driving features have the potential to improve officer safety and performance while driving. However, there was a void of studies focused on ADAS effects on police driving safety which needs to be addressed in future investigations.",,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
,82,ISSN,0040-1625,"Kim, S., Connerton, T. P., & Park, C. (2021). Exploring the impact of technological disruptions in the automotive retail: A futures studies and systems thinking approach based on causal layered analysis and causal loop diagram. Technological Forecasting and Social Change, 172, 121024.",Exploring the impact of technological disruptions in the automotive retail: A futures studies and systems thinking approach based on causal layered analysis and causal loop diagram,3,https://www.sciencedirect.com/science/article/pii/S004016252100456X,"This paper investigates the complex mechanism and the impact of the ""CASE"" (Connected, Autonomous, Shared, and Electrification) technological disruptions on the automotive retail industry. A focus group in South Korea, consisting of industry stakeholders and experts, conducted two workshops. Causal Layered Analysis, a futures studies theory/methodology, was adopted to formulate the overall system's Causal Loop Diagram, a systems thinking methodology, to present the dynamic behaviors and sets of causations in the entire system. The result indicates that disruptive technologies affect the traditional automotive retail business model. However, it was found that strategic leverages create alternatives and desirable ""new"" reality turning the technology's risks into opportunities through backcasting. The study suggests a significant theoretical value by presenting a new qualitative research framework that synthesizes futures studies and systems thinking approaches, maximizing their potential. A systematic framework-based business foresight process should be emphasized for organizations to survive in a rapidly changing environment.",1,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
,83,ISSN,1369-8478,"Mühl, K., Lanzer, M., Bollenbach, G., Aepfelbacher, M., & Baumann, M. (2021). From anticipation to behavioral intention: Insights into human processing of multiple retrieval cues in road traffic. Transportation research part F: traffic psychology and behaviour, 83, 252-265.",From anticipation to behavioral intention: Insights into human processing of multiple retrieval cues in road traffic,3,https://www.sciencedirect.com/science/article/pii/S1369847821002424,"Anticipation in road traffic enables safer and more comfortable driving. Anticipatory driving is achieved through effective retrieval of prior driving-relevant knowledge using mental models and appropriate cues. Knowing when and which retrieval cues have a critical impact on the anticipation process and how information compatibility affects anticipation can be the basis for supporting people in anticipating and appropriate behavior in road traffic. For generating in-depth insights into the processing of retrieval cues, a video-based experimental study was conducted combining specific compatible and incompatible retrieval cues in urban driving scenarios. From a driver's perspective, participants were asked to anticipate in a two-step approach (measuring low and high certainty anticipation) whether a vehicle ahead would enter their lane or turn onto another street due to a lane blockage ahead. Further, they choose their preferred behavioral intention (accelerate, decelerate or maintain speed). In general, drivers strived for coherent situation representation, and in this process, multiple retrieval cues influenced anticipation in different ways. Participants were more likely to be consistent in their anticipation response. That is, they tend to follow their first intention (equivalent low and high certainty anticipation for either lane change or turn) even in the presence of incompatible stimuli. Inconsistent compared to consistent anticipation responses, however, led to reduced subjective confidence, and in part to increased criticality. Not only anticipation but also intended behavior was influenced by retrieval cues. In accordance, the anticipation of others' behaviors can be considered a predictor of specific intended behavior in road traffic.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
,84,ISSN,2590-1982,"Velasco, J. P. N., Lee, Y. M., Uttley, J., Solernou, A., Farah, H., van Arem, B., ... & Merat, N. (2021). Will pedestrians cross the road before an automated vehicle? The effect of drivers’ attentiveness and presence on pedestrians’ road crossing behavior. Transportation research interdisciplinary perspectives, 12, 100466.",Will pedestrians cross the road before an automated vehicle? The effect of drivers’ attentiveness and presence on pedestrians’ road crossing behavior,1,https://www.sciencedirect.com/science/article/pii/S2590198221001718,"The impact of automated vehicles (AV) on pedestrians’ crossing behavior has been the topic of some recent studies, but findings are still scarce and inconclusive. The aim of this study is to determine whether the drivers’ presence and apparent attentiveness in a vehicle influences pedestrians’ crossing behavior, perceived behavioral control, and perceived risk, in a controlled environment, using a Head-mounted Display in an immersive Virtual Reality study. Twenty participants took part in a road-crossing experiment. The VR environment consisted of a single lane one-way road with car traffic approaching from the right-hand side of the participant which travelled at 30 kmph. Participants were asked to cross the road if they felt safe to do so. The effect of three driver conditions on pedestrians’ crossing behavior were studied: Attentive driver, distracted driver, and no driver present. Two vehicles were employed with a fixed time gap (3.5 s and 5.5 s) between them to study the effects of time gaps on pedestrians’ crossing behavior. The manipulated vehicle yielded to the pedestrians in half of the trials, stopping completely before reaching the pedestrian’s position. The crossing decision, time to initiate the crossing, crossing duration, and safety margin were measured. The main findings show that the vehicle’s motion cues (i.e. the gap between the vehicles, and the yielding behavior of the vehicle) were the most important factors affecting pedestrians’ crossing behavior. Therefore, future research should focus more on investigating how AVs should behave while interacting with pedestrians. Distracted driver condition leads to shorter crossing initiation time but the effect was small. No driver condition leads to smaller safety margin. Findings also showed that perceived behavioral control was higher and perceived risk was significantly lower when the driver appeared attentive. Given that drivers will be allowed to do other tasks while AVs are operating in the future, whether explicit communication will be needed in this situation should be further investigated.",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,85,DOI,10.1177/03611981211045988,"Vachal, K. (2022). Advancing Indian Nations’ Motor Vehicle Crash Reporting. Transportation research record, 2676(2), 732-742.",Advancing Indian Nations’ Motor Vehicle Crash Reporting,3,"Advancing Indian Nations’ Motor Vehicle Crash Reporting - Kimberly Vachal, 2022 (sagepub.com)","The American Indian population is at high risk for motor vehicle (MV) crash injury. Although this is preventable, the majority of these indigenous populations lack fundamental data needed to understand these events and implement effective countermeasures. This cross-case study sets a framework by exploring Indian nations’ crash reporting systems (CRS) and the potential to fill this information void. An inventory process conducted with four tribes produced a pragmatic approach that tribes can refine to fulfill local objectives for accountability, sovereignty, and system integrity. Enormous benefits can be derived from a reliable CRS. The study shows that electronically documenting MV crash event data is plausible with commitment from tribes and support from other stakeholders.",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87,ISSN,1538-9588,"Weast, R. A., Mueller, A. S., & Kolodge, K. (2022). Learning to drive: Parental attitudes toward introducing teen drivers to advanced driver assistance systems. Traffic injury prevention, 23(1), 1-5.",Learning to drive: Parental attitudes toward introducing teen drivers to advanced driver assistance systems,1,https://doi.org/10.1080/15389588.2021.2004401,"Objective Advanced driver assistance systems (ADAS) have the potential to help mitigate the crash risk faced by new teen drivers. There has been little research on how these drivers use ADAS, as most only have access to these systems in their parents’ vehicles when learning to drive because teens tend to drive older, less expensive vehicles when driving independently. This study examined how parental attitudes toward ADAS influence how and when parents introduce their teens to these systems when teaching them to drive.Methods Three web-based focus groups were conducted with parents who owned ADAS-equipped vehicles and who either had a teen with either a learner permit or a teen who recently began driving independently. The moderator-led discussion examined participant attitudes about teen driving risk, the perceived benefits or risks associated with teen use of ADAS, and parents’ teaching strategies for ADAS. Researchers generated a list of likely themes from a review of existing literature and then coded participant responses according to those themes.Results Parents who chose to introduce ADAS to their new teen drivers did so while also reporting conflicting opinions about the reliability of vehicle technologies and the impact of such systems on driving safety and skill acquisition. Many parents reported some distrust of ADAS and concerns that some features could hinder the development of good driving habits, although most participants stated that ADAS have had a positive impact on their teen drivers' safety. Opinions were split about the best point at which to introduce ADAS to teens, with half preferring introduction at the outset and half preferring to wait until the teen had mastered basic driving skills. Attitudes varied according to individual vehicle systems, with a preference for blind spot monitoring and a general dislike of lane-keeping assistance.Conclusions Specific concerns about the potential impact of ADAS on teen driving safety and skill acquisition do not prevent parents from using such systems, although the teaching strategies parents use vary according to their preferences for individual systems.",,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
